date,canton,severity,road_condition,vehicle_type,road_type,week,year,day_of_week,month
2021-02-08 10:42:22.108421,ZH,light,wet,car,main_road,6,2021,Monday,2
2021-02-08 12:27:13.286657,SG,light,dry,car,highway,6,2021,Monday,2
2021-02-08 14:12:04.464892,BE,light,snow,car,highway,6,2021,Monday,2
2021-02-08 15:56:55.643128,SG,light,wet,car,side_road,6,2021,Monday,2
2021-02-08 17:41:46.821364,ZG,light,snow,car,highway,6,2021,Monday,2
2021-02-08 19:26:37.999599,ZH,light,dry,car,side_road,6,2021,Monday,2
2021-02-08 21:11:29.177835,AR,serious,dry,car,side_road,6,2021,Monday,2
2021-02-08 22:56:20.356071,AG,light,wet,car,highway,6,2021,Monday,2
2021-02-09 00:41:11.534306,AG,light,icy,car,highway,6,2021,Tuesday,2
2021-02-09 02:26:02.712542,SG,light,wet,car,side_road,6,2021,Tuesday,2
2021-02-09 04:10:53.890778,BS,light,dry,car,main_road,6,2021,Tuesday,2
2021-02-09 05:55:45.069013,BL,light,dry,car,main_road,6,2021,Tuesday,2
2021-02-09 07:40:36.247249,SG,serious,dry,car,side_road,6,2021,Tuesday,2
2021-02-09 09:25:27.425485,AG,light,dry,car,highway,6,2021,Tuesday,2
2021-02-09 11:10:18.603720,GR,serious,dry,car,side_road,6,2021,Tuesday,2
2021-02-09 12:55:09.781956,AI,light,snow,truck,side_road,6,2021,Tuesday,2
2021-02-09 14:40:00.960192,BE,light,wet,car,highway,6,2021,Tuesday,2
2021-02-09 16:24:52.138427,BE,light,wet,car,highway,6,2021,Tuesday,2
2021-02-09 18:09:43.316663,LU,light,snow,car,main_road,6,2021,Tuesday,2
2021-02-09 19:54:34.494898,VS,serious,wet,bicycle,side_road,6,2021,Tuesday,2
2021-02-09 21:39:25.673134,TG,light,snow,bicycle,main_road,6,2021,Tuesday,2
2021-02-09 23:24:16.851370,BL,serious,dry,car,main_road,6,2021,Tuesday,2
2021-02-10 01:09:08.029605,LU,light,wet,car,highway,6,2021,Wednesday,2
2021-02-10 02:53:59.207841,ZH,fatal,wet,car,main_road,6,2021,Wednesday,2
2021-02-10 04:38:50.386077,VS,light,icy,car,highway,6,2021,Wednesday,2
2021-02-10 06:23:41.564312,VD,light,icy,car,main_road,6,2021,Wednesday,2
2021-02-10 08:08:32.742548,ZH,light,dry,car,main_road,6,2021,Wednesday,2
2021-02-10 09:53:23.920784,TI,light,snow,car,side_road,6,2021,Wednesday,2
2021-02-10 11:38:15.099019,SO,light,wet,car,side_road,6,2021,Wednesday,2
2021-02-10 13:23:06.277255,SZ,light,dry,car,side_road,6,2021,Wednesday,2
2021-02-10 15:07:57.455491,AG,light,icy,bicycle,main_road,6,2021,Wednesday,2
2021-02-10 16:52:48.633726,SG,light,snow,car,highway,6,2021,Wednesday,2
2021-02-10 18:37:39.811962,TI,light,dry,motorcycle,side_road,6,2021,Wednesday,2
2021-02-10 20:22:30.990198,ZH,light,dry,car,main_road,6,2021,Wednesday,2
2021-02-10 22:07:22.168433,UR,light,snow,car,main_road,6,2021,Wednesday,2
2021-02-10 23:52:13.346669,SZ,light,snow,truck,highway,6,2021,Wednesday,2
2021-02-11 01:37:04.524904,SZ,light,dry,car,main_road,6,2021,Thursday,2
2021-02-11 03:21:55.703140,BS,light,snow,car,highway,6,2021,Thursday,2
2021-02-11 05:06:46.881376,LU,serious,wet,car,main_road,6,2021,Thursday,2
2021-02-11 06:51:38.059611,SO,light,snow,car,highway,6,2021,Thursday,2
2021-02-11 08:36:29.237847,GL,light,icy,car,side_road,6,2021,Thursday,2
2021-02-11 10:21:20.416083,AG,light,snow,car,highway,6,2021,Thursday,2
2021-02-11 12:06:11.594318,SG,light,snow,car,side_road,6,2021,Thursday,2
2021-02-11 13:51:02.772554,GR,light,dry,car,side_road,6,2021,Thursday,2
2021-02-11 15:35:53.950790,BE,light,dry,car,side_road,6,2021,Thursday,2
2021-02-11 17:20:45.129025,SZ,light,icy,car,side_road,6,2021,Thursday,2
2021-02-11 19:05:36.307261,ZH,light,dry,motorcycle,highway,6,2021,Thursday,2
2021-02-11 20:50:27.485497,ZH,light,wet,car,side_road,6,2021,Thursday,2
2021-02-11 22:35:18.663732,LU,light,snow,car,side_road,6,2021,Thursday,2
2021-02-12 00:20:09.841968,ZH,light,dry,bicycle,highway,6,2021,Friday,2
2021-02-12 02:05:01.020204,SG,light,wet,car,main_road,6,2021,Friday,2
2021-02-12 03:49:52.198439,JU,light,wet,car,main_road,6,2021,Friday,2
2021-02-12 05:34:43.376675,ZH,light,icy,car,main_road,6,2021,Friday,2
2021-02-12 07:19:34.554910,VD,serious,dry,car,side_road,6,2021,Friday,2
2021-02-12 09:04:25.733146,ZH,light,dry,car,main_road,6,2021,Friday,2
2021-02-12 10:49:16.911382,GR,serious,snow,car,highway,6,2021,Friday,2
2021-02-12 12:34:08.089617,GR,serious,snow,car,side_road,6,2021,Friday,2
2021-02-12 14:18:59.267853,VS,light,snow,car,highway,6,2021,Friday,2
2021-02-12 16:03:50.446089,ZH,light,snow,motorcycle,side_road,6,2021,Friday,2
2021-02-12 17:48:41.624324,UR,light,wet,car,side_road,6,2021,Friday,2
2021-02-12 19:33:32.802560,ZH,light,snow,truck,side_road,6,2021,Friday,2
2021-02-12 21:18:23.980796,FR,light,wet,motorcycle,side_road,6,2021,Friday,2
2021-02-12 23:03:15.159031,VS,light,dry,car,side_road,6,2021,Friday,2
2021-02-13 00:48:06.337267,TI,light,wet,car,side_road,6,2021,Saturday,2
2021-02-13 02:32:57.515503,AG,light,dry,car,main_road,6,2021,Saturday,2
2021-02-13 04:17:48.693738,BL,light,wet,car,main_road,6,2021,Saturday,2
2021-02-13 06:02:39.871974,VD,light,dry,truck,main_road,6,2021,Saturday,2
2021-02-13 07:47:31.050210,SO,light,icy,car,side_road,6,2021,Saturday,2
2021-02-13 09:32:22.228445,BE,light,wet,car,side_road,6,2021,Saturday,2
2021-02-13 11:17:13.406681,VD,light,snow,car,main_road,6,2021,Saturday,2
2021-02-13 13:02:04.584916,LU,light,icy,car,side_road,6,2021,Saturday,2
2021-02-13 14:46:55.763152,ZH,light,snow,car,side_road,6,2021,Saturday,2
2021-02-13 16:31:46.941388,ZH,light,dry,car,side_road,6,2021,Saturday,2
2021-02-13 18:16:38.119623,SG,serious,icy,car,highway,6,2021,Saturday,2
2021-02-13 20:01:29.297859,SG,light,icy,car,main_road,6,2021,Saturday,2
2021-02-13 21:46:20.476095,LU,light,snow,car,main_road,6,2021,Saturday,2
2021-02-13 23:31:11.654330,AG,light,wet,car,main_road,6,2021,Saturday,2
2021-02-14 01:16:02.832566,TI,light,wet,car,highway,6,2021,Sunday,2
2021-02-14 03:00:54.010802,VS,light,dry,car,side_road,6,2021,Sunday,2
2021-02-14 04:45:45.189037,AR,light,dry,car,highway,6,2021,Sunday,2
2021-02-14 06:30:36.367273,TI,light,icy,car,main_road,6,2021,Sunday,2
2021-02-14 08:15:27.545509,TG,light,snow,car,side_road,6,2021,Sunday,2
2021-02-14 10:00:18.723744,LU,serious,dry,car,highway,6,2021,Sunday,2
2021-02-14 11:45:09.901980,UR,light,dry,car,side_road,6,2021,Sunday,2
2021-02-14 13:30:01.080216,SO,light,dry,car,side_road,6,2021,Sunday,2
2021-02-14 15:14:52.258451,ZH,light,dry,car,side_road,6,2021,Sunday,2
2021-02-14 16:59:43.436687,LU,fatal,snow,car,side_road,6,2021,Sunday,2
2021-02-14 18:44:34.614922,SO,light,snow,car,side_road,6,2021,Sunday,2
2021-02-14 20:29:25.793158,ZH,light,wet,car,main_road,6,2021,Sunday,2
2021-02-14 22:14:16.971394,ZH,light,dry,motorcycle,main_road,6,2021,Sunday,2
2021-02-14 23:59:08.149629,SO,light,snow,car,main_road,6,2021,Sunday,2
2021-02-15 01:43:59.327865,AG,light,dry,car,main_road,7,2021,Monday,2
2021-02-15 03:28:50.506101,VD,light,icy,car,highway,7,2021,Monday,2
2021-02-15 05:13:41.684336,BL,light,snow,car,main_road,7,2021,Monday,2
2021-02-15 06:58:32.862572,SO,serious,icy,car,side_road,7,2021,Monday,2
2021-02-15 08:43:24.040808,ZG,light,dry,car,side_road,7,2021,Monday,2
2021-02-15 10:28:15.219043,BE,light,dry,car,main_road,7,2021,Monday,2
2021-02-15 12:13:06.397279,BE,light,snow,truck,main_road,7,2021,Monday,2
2021-02-15 13:57:57.575515,TI,light,dry,car,side_road,7,2021,Monday,2
2021-02-15 15:42:48.753750,SO,light,wet,bicycle,side_road,7,2021,Monday,2
2021-02-15 17:27:39.931986,TI,serious,snow,truck,main_road,7,2021,Monday,2
2021-02-15 19:12:31.110222,AG,light,snow,truck,main_road,7,2021,Monday,2
2021-02-15 20:57:22.288457,BE,light,wet,truck,main_road,7,2021,Monday,2
2021-02-15 22:42:13.466693,BS,light,dry,car,main_road,7,2021,Monday,2
2021-02-16 00:27:04.644928,SO,light,icy,car,side_road,7,2021,Tuesday,2
2021-02-16 02:11:55.823164,FR,light,dry,car,main_road,7,2021,Tuesday,2
2021-02-16 03:56:47.001400,BL,light,dry,car,highway,7,2021,Tuesday,2
2021-02-16 05:41:38.179635,GE,serious,snow,car,highway,7,2021,Tuesday,2
2021-02-16 07:26:29.357871,TI,serious,dry,truck,side_road,7,2021,Tuesday,2
2021-02-16 09:11:20.536107,VS,light,dry,car,main_road,7,2021,Tuesday,2
2021-02-16 10:56:11.714342,ZH,light,wet,car,highway,7,2021,Tuesday,2
2021-02-16 12:41:02.892578,BE,light,wet,car,side_road,7,2021,Tuesday,2
2021-02-16 14:25:54.070814,ZH,fatal,snow,car,side_road,7,2021,Tuesday,2
2021-02-16 16:10:45.249049,LU,light,snow,car,side_road,7,2021,Tuesday,2
2021-02-16 17:55:36.427285,SO,light,icy,car,main_road,7,2021,Tuesday,2
2021-02-16 19:40:27.605521,GR,light,icy,truck,side_road,7,2021,Tuesday,2
2021-02-16 21:25:18.783756,BS,light,icy,car,highway,7,2021,Tuesday,2
2021-02-16 23:10:09.961992,VS,light,dry,car,main_road,7,2021,Tuesday,2
2021-02-17 00:55:01.140228,NE,light,wet,car,main_road,7,2021,Wednesday,2
2021-02-17 02:39:52.318463,BE,light,icy,bicycle,highway,7,2021,Wednesday,2
2021-02-17 04:24:43.496699,VD,light,dry,car,main_road,7,2021,Wednesday,2
2021-02-17 06:09:34.674934,SO,light,dry,motorcycle,side_road,7,2021,Wednesday,2
2021-02-17 07:54:25.853170,SO,light,wet,bicycle,main_road,7,2021,Wednesday,2
2021-02-17 09:39:17.031406,TI,light,icy,car,side_road,7,2021,Wednesday,2
2021-02-17 11:24:08.209641,ZH,light,wet,car,side_road,7,2021,Wednesday,2
2021-02-17 13:08:59.387877,VD,light,snow,car,side_road,7,2021,Wednesday,2
2021-02-17 14:53:50.566113,GR,light,wet,car,side_road,7,2021,Wednesday,2
2021-02-17 16:38:41.744348,VD,light,snow,truck,side_road,7,2021,Wednesday,2
2021-02-17 18:23:32.922584,JU,light,wet,car,side_road,7,2021,Wednesday,2
2021-02-17 20:08:24.100820,BL,light,icy,bicycle,side_road,7,2021,Wednesday,2
2021-02-17 21:53:15.279055,ZH,light,dry,car,main_road,7,2021,Wednesday,2
2021-02-17 23:38:06.457291,BE,light,wet,car,main_road,7,2021,Wednesday,2
2021-02-18 01:22:57.635527,SZ,serious,snow,car,highway,7,2021,Thursday,2
2021-02-18 03:07:48.813762,ZH,light,wet,car,side_road,7,2021,Thursday,2
2021-02-18 04:52:39.991998,TI,serious,dry,car,main_road,7,2021,Thursday,2
2021-02-18 06:37:31.170234,LU,light,icy,car,main_road,7,2021,Thursday,2
2021-02-18 08:22:22.348469,GE,light,dry,car,main_road,7,2021,Thursday,2
2021-02-18 10:07:13.526705,AG,serious,icy,bicycle,side_road,7,2021,Thursday,2
2021-02-18 11:52:04.704940,BE,light,wet,car,side_road,7,2021,Thursday,2
2021-02-18 13:36:55.883176,SO,light,wet,car,side_road,7,2021,Thursday,2
2021-02-18 15:21:47.061412,SO,light,snow,car,side_road,7,2021,Thursday,2
2021-02-18 17:06:38.239647,BS,light,icy,motorcycle,main_road,7,2021,Thursday,2
2021-02-18 18:51:29.417883,BL,light,wet,car,main_road,7,2021,Thursday,2
2021-02-18 20:36:20.596119,ZH,light,icy,car,main_road,7,2021,Thursday,2
2021-02-18 22:21:11.774354,AG,light,snow,bicycle,main_road,7,2021,Thursday,2
2021-02-19 00:06:02.952590,BS,light,snow,truck,main_road,7,2021,Friday,2
2021-02-19 01:50:54.130826,TI,light,dry,car,side_road,7,2021,Friday,2
2021-02-19 03:35:45.309061,TI,light,wet,bicycle,main_road,7,2021,Friday,2
2021-02-19 05:20:36.487297,BE,fatal,wet,car,main_road,7,2021,Friday,2
2021-02-19 07:05:27.665533,ZH,light,dry,truck,side_road,7,2021,Friday,2
2021-02-19 08:50:18.843768,AG,light,dry,car,main_road,7,2021,Friday,2
2021-02-19 10:35:10.022004,GE,light,dry,car,main_road,7,2021,Friday,2
2021-02-19 12:20:01.200240,SO,light,snow,bicycle,main_road,7,2021,Friday,2
2021-02-19 14:04:52.378475,LU,light,icy,car,main_road,7,2021,Friday,2
2021-02-19 15:49:43.556711,BE,serious,wet,car,side_road,7,2021,Friday,2
2021-02-19 17:34:34.734946,LU,light,icy,car,main_road,7,2021,Friday,2
2021-02-19 19:19:25.913182,SZ,light,snow,car,side_road,7,2021,Friday,2
2021-02-19 21:04:17.091418,FR,serious,wet,car,side_road,7,2021,Friday,2
2021-02-19 22:49:08.269653,GR,serious,wet,car,main_road,7,2021,Friday,2
2021-02-20 00:33:59.447889,LU,light,dry,bicycle,highway,7,2021,Saturday,2
2021-02-20 02:18:50.626125,ZH,light,icy,car,side_road,7,2021,Saturday,2
2021-02-20 04:03:41.804360,ZG,light,wet,motorcycle,main_road,7,2021,Saturday,2
2021-02-20 05:48:32.982596,VD,light,wet,car,main_road,7,2021,Saturday,2
2021-02-20 07:33:24.160832,BS,light,wet,car,side_road,7,2021,Saturday,2
2021-02-20 09:18:15.339067,GE,light,icy,car,main_road,7,2021,Saturday,2
2021-02-20 11:03:06.517303,BS,light,icy,truck,side_road,7,2021,Saturday,2
2021-02-20 12:47:57.695539,LU,light,wet,car,main_road,7,2021,Saturday,2
2021-02-20 14:32:48.873774,BE,light,dry,car,main_road,7,2021,Saturday,2
2021-02-20 16:17:40.052010,AG,serious,icy,car,side_road,7,2021,Saturday,2
2021-02-20 18:02:31.230246,BL,light,snow,bicycle,highway,7,2021,Saturday,2
2021-02-20 19:47:22.408481,SG,light,snow,car,highway,7,2021,Saturday,2
2021-02-20 21:32:13.586717,TG,light,snow,car,side_road,7,2021,Saturday,2
2021-02-20 23:17:04.764952,AG,light,dry,truck,main_road,7,2021,Saturday,2
2021-02-21 01:01:55.943188,ZH,serious,dry,car,highway,7,2021,Sunday,2
2021-02-21 02:46:47.121424,TI,light,icy,bicycle,main_road,7,2021,Sunday,2
2021-02-21 04:31:38.299659,BL,light,dry,bicycle,highway,7,2021,Sunday,2
2021-02-21 06:16:29.477895,ZG,serious,dry,car,side_road,7,2021,Sunday,2
2021-02-21 08:01:20.656131,BL,serious,wet,car,main_road,7,2021,Sunday,2
2021-02-21 09:46:11.834366,SG,light,dry,car,side_road,7,2021,Sunday,2
2021-02-21 11:31:03.012602,BE,light,dry,bicycle,main_road,7,2021,Sunday,2
2021-02-21 13:15:54.190838,FR,light,snow,car,side_road,7,2021,Sunday,2
2021-02-21 15:00:45.369073,SZ,light,dry,motorcycle,main_road,7,2021,Sunday,2
2021-02-21 16:45:36.547309,OW,fatal,dry,car,side_road,7,2021,Sunday,2
2021-02-21 18:30:27.725545,ZH,light,dry,car,side_road,7,2021,Sunday,2
2021-02-21 20:15:18.903780,BE,light,snow,car,main_road,7,2021,Sunday,2
2021-02-21 22:00:10.082016,BE,light,snow,car,highway,7,2021,Sunday,2
2021-02-21 23:45:01.260252,ZG,light,dry,car,highway,7,2021,Sunday,2
2021-02-22 01:29:52.438487,VD,light,dry,car,side_road,8,2021,Monday,2
2021-02-22 03:14:43.616723,BE,light,snow,car,side_road,8,2021,Monday,2
2021-02-22 04:59:34.794958,FR,light,dry,car,side_road,8,2021,Monday,2
2021-02-22 06:44:25.973194,UR,serious,snow,car,side_road,8,2021,Monday,2
2021-02-22 08:29:17.151430,TI,light,icy,car,main_road,8,2021,Monday,2
2021-02-22 10:14:08.329665,ZH,light,dry,car,highway,8,2021,Monday,2
2021-02-22 11:58:59.507901,BE,light,snow,car,side_road,8,2021,Monday,2
2021-02-22 13:43:50.686137,BE,light,wet,motorcycle,main_road,8,2021,Monday,2
2021-02-22 15:28:41.864372,JU,light,dry,car,main_road,8,2021,Monday,2
2021-02-22 17:13:33.042608,SH,light,wet,bicycle,main_road,8,2021,Monday,2
2021-02-22 18:58:24.220844,BE,light,snow,car,highway,8,2021,Monday,2
2021-02-22 20:43:15.399079,LU,light,dry,truck,main_road,8,2021,Monday,2
2021-02-22 22:28:06.577315,BE,light,wet,car,side_road,8,2021,Monday,2
2021-02-23 00:12:57.755551,ZH,light,dry,car,highway,8,2021,Tuesday,2
2021-02-23 01:57:48.933786,TI,light,snow,car,highway,8,2021,Tuesday,2
2021-02-23 03:42:40.112022,BS,light,wet,car,main_road,8,2021,Tuesday,2
2021-02-23 05:27:31.290258,SG,light,dry,car,side_road,8,2021,Tuesday,2
2021-02-23 07:12:22.468493,SZ,light,icy,car,highway,8,2021,Tuesday,2
2021-02-23 08:57:13.646729,BL,light,snow,car,highway,8,2021,Tuesday,2
2021-02-23 10:42:04.824964,LU,light,snow,car,side_road,8,2021,Tuesday,2
2021-02-23 12:26:56.003200,UR,light,wet,motorcycle,highway,8,2021,Tuesday,2
2021-02-23 14:11:47.181436,GR,light,snow,car,highway,8,2021,Tuesday,2
2021-02-23 15:56:38.359671,BE,light,wet,car,main_road,8,2021,Tuesday,2
2021-02-23 17:41:29.537907,SG,light,dry,car,main_road,8,2021,Tuesday,2
2021-02-23 19:26:20.716143,VD,light,snow,car,main_road,8,2021,Tuesday,2
2021-02-23 21:11:11.894378,ZH,light,icy,car,side_road,8,2021,Tuesday,2
2021-02-23 22:56:03.072614,VS,light,icy,car,main_road,8,2021,Tuesday,2
2021-02-24 00:40:54.250850,ZH,light,snow,car,side_road,8,2021,Wednesday,2
2021-02-24 02:25:45.429085,OW,light,icy,car,side_road,8,2021,Wednesday,2
2021-02-24 04:10:36.607321,SG,light,dry,car,highway,8,2021,Wednesday,2
2021-02-24 05:55:27.785557,BL,serious,snow,bicycle,main_road,8,2021,Wednesday,2
2021-02-24 07:40:18.963792,ZH,light,dry,bicycle,side_road,8,2021,Wednesday,2
2021-02-24 09:25:10.142028,TI,light,icy,car,main_road,8,2021,Wednesday,2
2021-02-24 11:10:01.320264,GE,light,dry,car,side_road,8,2021,Wednesday,2
2021-02-24 12:54:52.498499,BE,light,dry,car,side_road,8,2021,Wednesday,2
2021-02-24 14:39:43.676735,VD,light,icy,car,main_road,8,2021,Wednesday,2
2021-02-24 16:24:34.854970,BL,light,wet,car,highway,8,2021,Wednesday,2
2021-02-24 18:09:26.033206,VS,light,icy,car,highway,8,2021,Wednesday,2
2021-02-24 19:54:17.211442,BE,light,snow,car,main_road,8,2021,Wednesday,2
2021-02-24 21:39:08.389677,TI,light,wet,truck,highway,8,2021,Wednesday,2
2021-02-24 23:23:59.567913,ZH,serious,icy,truck,side_road,8,2021,Wednesday,2
2021-02-25 01:08:50.746149,VD,light,snow,bicycle,main_road,8,2021,Thursday,2
2021-02-25 02:53:41.924384,AG,fatal,snow,car,side_road,8,2021,Thursday,2
2021-02-25 04:38:33.102620,GL,light,icy,truck,main_road,8,2021,Thursday,2
2021-02-25 06:23:24.280856,BE,light,wet,car,side_road,8,2021,Thursday,2
2021-02-25 08:08:15.459091,TI,serious,wet,car,side_road,8,2021,Thursday,2
2021-02-25 09:53:06.637327,SG,light,wet,truck,side_road,8,2021,Thursday,2
2021-02-25 11:37:57.815563,NW,light,wet,bicycle,main_road,8,2021,Thursday,2
2021-02-25 13:22:48.993798,SO,light,icy,motorcycle,highway,8,2021,Thursday,2
2021-02-25 15:07:40.172034,VD,light,dry,car,main_road,8,2021,Thursday,2
2021-02-25 16:52:31.350270,SZ,serious,snow,car,main_road,8,2021,Thursday,2
2021-02-25 18:37:22.528505,ZH,light,snow,car,side_road,8,2021,Thursday,2
2021-02-25 20:22:13.706741,VS,light,dry,truck,main_road,8,2021,Thursday,2
2021-02-25 22:07:04.884976,ZG,light,dry,car,side_road,8,2021,Thursday,2
2021-02-25 23:51:56.063212,OW,light,snow,car,side_road,8,2021,Thursday,2
2021-02-26 01:36:47.241448,BE,light,snow,car,main_road,8,2021,Friday,2
2021-02-26 03:21:38.419683,VS,light,snow,car,main_road,8,2021,Friday,2
2021-02-26 05:06:29.597919,BE,light,dry,bicycle,main_road,8,2021,Friday,2
2021-02-26 06:51:20.776155,SG,light,dry,car,highway,8,2021,Friday,2
2021-02-26 08:36:11.954390,VD,light,snow,car,side_road,8,2021,Friday,2
2021-02-26 10:21:03.132626,ZH,light,dry,truck,side_road,8,2021,Friday,2
2021-02-26 12:05:54.310862,VD,light,snow,car,main_road,8,2021,Friday,2
2021-02-26 13:50:45.489097,FR,light,dry,truck,main_road,8,2021,Friday,2
2021-02-26 15:35:36.667333,GR,serious,snow,truck,main_road,8,2021,Friday,2
2021-02-26 17:20:27.845569,ZG,light,dry,car,main_road,8,2021,Friday,2
2021-02-26 19:05:19.023804,AG,light,icy,car,main_road,8,2021,Friday,2
2021-02-26 20:50:10.202040,LU,light,icy,car,side_road,8,2021,Friday,2
2021-02-26 22:35:01.380276,ZH,light,snow,car,main_road,8,2021,Friday,2
2021-02-27 00:19:52.558511,NE,light,dry,car,main_road,8,2021,Saturday,2
2021-02-27 02:04:43.736747,ZH,light,dry,car,highway,8,2021,Saturday,2
2021-02-27 03:49:34.914982,VD,light,dry,car,side_road,8,2021,Saturday,2
2021-02-27 05:34:26.093218,BE,light,snow,car,main_road,8,2021,Saturday,2
2021-02-27 07:19:17.271454,ZG,fatal,icy,car,main_road,8,2021,Saturday,2
2021-02-27 09:04:08.449689,VD,light,icy,car,main_road,8,2021,Saturday,2
2021-02-27 10:48:59.627925,BE,serious,dry,car,main_road,8,2021,Saturday,2
2021-02-27 12:33:50.806161,VD,light,wet,car,main_road,8,2021,Saturday,2
2021-02-27 14:18:41.984396,BS,light,wet,car,side_road,8,2021,Saturday,2
2021-02-27 16:03:33.162632,GL,light,wet,motorcycle,main_road,8,2021,Saturday,2
2021-02-27 17:48:24.340868,GR,light,snow,car,side_road,8,2021,Saturday,2
2021-02-27 19:33:15.519103,SZ,light,dry,bicycle,side_road,8,2021,Saturday,2
2021-02-27 21:18:06.697339,OW,serious,icy,car,side_road,8,2021,Saturday,2
2021-02-27 23:02:57.875575,AG,light,snow,car,main_road,8,2021,Saturday,2
2021-02-28 00:47:49.053810,UR,light,snow,motorcycle,side_road,8,2021,Sunday,2
2021-02-28 02:32:40.232046,BE,light,snow,car,side_road,8,2021,Sunday,2
2021-02-28 04:17:31.410282,TI,light,dry,car,main_road,8,2021,Sunday,2
2021-02-28 06:02:22.588517,TI,light,icy,car,side_road,8,2021,Sunday,2
2021-02-28 07:47:13.766753,BS,light,dry,car,highway,8,2021,Sunday,2
2021-02-28 09:32:04.944988,BL,light,dry,car,highway,8,2021,Sunday,2
2021-02-28 11:16:56.123224,AG,light,icy,car,main_road,8,2021,Sunday,2
2021-02-28 13:01:47.301460,BS,serious,snow,car,side_road,8,2021,Sunday,2
2021-02-28 14:46:38.479695,FR,light,dry,truck,side_road,8,2021,Sunday,2
2021-02-28 16:31:29.657931,JU,light,dry,motorcycle,side_road,8,2021,Sunday,2
2021-02-28 18:16:20.836167,BE,light,icy,car,highway,8,2021,Sunday,2
2021-02-28 20:01:12.014402,AI,light,dry,truck,main_road,8,2021,Sunday,2
2021-02-28 21:46:03.192638,VD,light,icy,car,main_road,8,2021,Sunday,2
2021-02-28 23:30:54.370874,AG,light,dry,car,side_road,8,2021,Sunday,2
2021-03-01 01:15:45.549109,VD,serious,dry,motorcycle,highway,9,2021,Monday,3
2021-03-01 03:00:36.727345,SZ,light,wet,car,main_road,9,2021,Monday,3
2021-03-01 04:45:27.905581,LU,light,wet,car,side_road,9,2021,Monday,3
2021-03-01 06:30:19.083816,VD,fatal,wet,car,side_road,9,2021,Monday,3
2021-03-01 08:15:10.262052,ZG,light,wet,car,side_road,9,2021,Monday,3
2021-03-01 10:00:01.440288,AG,light,dry,car,main_road,9,2021,Monday,3
2021-03-01 11:44:52.618523,BE,light,wet,motorcycle,side_road,9,2021,Monday,3
2021-03-01 13:29:43.796759,TG,light,dry,car,side_road,9,2021,Monday,3
2021-03-01 15:14:34.974994,BL,light,wet,car,side_road,9,2021,Monday,3
2021-03-01 16:59:26.153230,LU,light,dry,car,side_road,9,2021,Monday,3
2021-03-01 18:44:17.331466,BS,light,dry,truck,side_road,9,2021,Monday,3
2021-03-01 20:29:08.509701,AG,light,dry,car,main_road,9,2021,Monday,3
2021-03-01 22:13:59.687937,ZH,light,wet,car,highway,9,2021,Monday,3
2021-03-01 23:58:50.866173,SG,light,dry,motorcycle,side_road,9,2021,Monday,3
2021-03-02 01:43:42.044408,BL,light,icy,car,main_road,9,2021,Tuesday,3
2021-03-02 03:28:33.222644,BE,light,dry,car,main_road,9,2021,Tuesday,3
2021-03-02 05:13:24.400880,TG,serious,dry,car,side_road,9,2021,Tuesday,3
2021-03-02 06:58:15.579115,UR,light,dry,car,highway,9,2021,Tuesday,3
2021-03-02 08:43:06.757351,LU,light,dry,car,highway,9,2021,Tuesday,3
2021-03-02 10:27:57.935587,SO,serious,wet,car,main_road,9,2021,Tuesday,3
2021-03-02 12:12:49.113822,AG,light,wet,car,highway,9,2021,Tuesday,3
2021-03-02 13:57:40.292058,VS,serious,wet,bicycle,side_road,9,2021,Tuesday,3
2021-03-02 15:42:31.470294,BE,light,dry,car,side_road,9,2021,Tuesday,3
2021-03-02 17:27:22.648529,ZG,light,icy,car,side_road,9,2021,Tuesday,3
2021-03-02 19:12:13.826765,ZH,light,dry,truck,side_road,9,2021,Tuesday,3
2021-03-02 20:57:05.005001,TG,light,icy,car,highway,9,2021,Tuesday,3
2021-03-02 22:41:56.183236,SO,serious,dry,car,main_road,9,2021,Tuesday,3
2021-03-03 00:26:47.361472,AG,light,wet,car,side_road,9,2021,Wednesday,3
2021-03-03 02:11:38.539707,SZ,light,wet,car,side_road,9,2021,Wednesday,3
2021-03-03 03:56:29.717943,VD,light,dry,car,main_road,9,2021,Wednesday,3
2021-03-03 05:41:20.896179,BL,light,dry,car,side_road,9,2021,Wednesday,3
2021-03-03 07:26:12.074414,NE,light,wet,truck,side_road,9,2021,Wednesday,3
2021-03-03 09:11:03.252650,ZH,light,dry,car,main_road,9,2021,Wednesday,3
2021-03-03 10:55:54.430886,BS,serious,wet,car,main_road,9,2021,Wednesday,3
2021-03-03 12:40:45.609121,TG,light,wet,car,main_road,9,2021,Wednesday,3
2021-03-03 14:25:36.787357,SG,light,wet,motorcycle,highway,9,2021,Wednesday,3
2021-03-03 16:10:27.965593,ZH,light,snow,car,side_road,9,2021,Wednesday,3
2021-03-03 17:55:19.143828,GE,light,dry,motorcycle,side_road,9,2021,Wednesday,3
2021-03-03 19:40:10.322064,LU,light,dry,car,side_road,9,2021,Wednesday,3
2021-03-03 21:25:01.500300,LU,light,dry,car,side_road,9,2021,Wednesday,3
2021-03-03 23:09:52.678535,BS,light,wet,car,side_road,9,2021,Wednesday,3
2021-03-04 00:54:43.856771,BL,serious,icy,car,main_road,9,2021,Thursday,3
2021-03-04 02:39:35.035007,TG,light,snow,car,side_road,9,2021,Thursday,3
