date,canton,temp_max,temp_min,precipitation,snowfall,snow_depth,weather_code,wind_speed,weather_condition,week,year
2024-01-14,UR,-13.4,-21.3,2.4,2.6,83.0,71,6.5,Snow,2,2024
2024-01-15,UR,-7.8,-15.7,6.0,4.5,87.0,71,6.1,Snow,3,2024
2024-01-16,UR,-13.3,-22.9,0.2,0.3,87.0,0,15.0,Clear sky,3,2024
2024-01-17,UR,-4.7,-9.2,8.5,0.2,88.0,71,25.4,Snow,3,2024
2024-01-18,UR,-10.0,-16.3,1.0,1.5,89.0,71,27.4,Snow,3,2024
2024-01-19,UR,-2.8,-13.0,2.1,2.6,92.0,71,5.6,Snow,3,2024
2024-01-20,UR,-10.2,-17.7,1.7,13.1,105.0,71,0.3,Snow,3,2024
2024-01-21,UR,-8.6,-14.0,0.1,0.2,105.0,0,3.2,Clear sky,3,2024
2024-01-22,UR,-10.5,-19.8,2.8,5.9,111.0,71,8.0,Snow,4,2024
2024-01-23,UR,-10.1,-18.3,0.3,2.5,113.0,0,2.5,Clear sky,4,2024
2024-01-24,UR,-8.4,-16.5,0.5,0.2,114.0,0,0.7,Clear sky,4,2024
2024-01-25,UR,-2.6,-10.5,2.7,6.3,120.0,71,1.1,Snow,4,2024
2024-01-26,UR,-5.8,-15.3,6.1,12.4,132.0,71,7.1,Snow,4,2024
2024-01-27,UR,-7.5,-14.9,1.3,1.4,134.0,71,9.9,Snow,4,2024
2024-01-28,UR,-11.5,-19.5,0.4,4.7,138.0,0,12.4,Clear sky,4,2024
2024-01-29,UR,-8.0,-17.0,1.3,10.0,148.0,71,0.4,Snow,5,2024
2024-01-30,UR,-8.3,-13.9,0.1,12.6,161.0,0,10.2,Clear sky,5,2024
2024-01-31,UR,-15.1,-19.4,3.1,23.3,184.0,71,13.9,Snow,5,2024
2024-02-01,UR,-4.7,-9.0,2.6,4.6,189.0,71,26.7,Snow,5,2024
2024-02-02,UR,-8.5,-19.4,2.4,0.5,189.0,71,0.2,Snow,5,2024
2024-02-03,UR,1.3,-2.4,1.3,3.7,191.0,61,25.4,Rain,5,2024
2024-02-04,UR,-3.9,-15.2,1.7,1.3,192.0,71,8.9,Snow,5,2024
2024-02-05,UR,-3.1,-12.1,2.6,0.8,193.0,71,3.5,Snow,6,2024
2024-02-06,UR,-0.3,-11.4,1.3,10.3,204.0,71,6.2,Snow,6,2024
2024-02-07,UR,-3.9,-11.0,8.2,7.2,211.0,71,0.4,Snow,6,2024
2024-02-08,UR,-4.6,-12.7,0.1,14.3,225.0,0,3.2,Clear sky,6,2024
2024-02-09,UR,2.0,-1.0,0.1,0.0,223.0,0,4.9,Clear sky,6,2024
2024-02-10,UR,-3.8,-11.1,0.8,3.6,227.0,71,8.4,Snow,6,2024
2024-02-11,UR,-5.9,-15.1,0.2,0.5,227.0,0,4.1,Clear sky,6,2024
2024-02-12,UR,-0.2,-7.0,1.7,1.4,229.0,71,4.5,Snow,7,2024
2024-02-13,UR,-5.6,-16.0,1.0,11.7,240.0,71,28.7,Snow,7,2024
2024-02-14,UR,-4.6,-13.1,0.1,0.5,241.0,0,0.1,Clear sky,7,2024
2024-02-15,UR,-4.2,-14.9,2.2,12.1,253.0,71,2.2,Snow,7,2024
2024-02-16,UR,-4.0,-12.5,2.9,4.7,258.0,71,5.9,Snow,7,2024
2024-02-17,UR,-2.3,-9.7,4.5,1.1,259.0,71,11.3,Snow,7,2024
2024-02-18,UR,-3.2,-10.7,3.5,4.9,264.0,71,0.8,Snow,7,2024
2024-02-19,UR,-3.6,-9.0,0.8,7.3,271.0,71,6.9,Snow,8,2024
2024-02-20,UR,1.6,-6.9,2.2,1.7,271.0,61,0.1,Rain,8,2024
2024-02-21,UR,1.2,-4.5,0.6,7.9,277.0,0,2.2,Clear sky,8,2024
2024-02-22,UR,0.3,-11.4,2.2,2.9,277.0,61,6.4,Rain,8,2024
2024-02-23,UR,-3.0,-8.8,1.6,5.0,282.0,71,11.7,Snow,8,2024
2024-02-24,UR,-6.0,-14.0,0.0,0.9,283.0,0,1.0,Clear sky,8,2024
2024-02-25,UR,-1.4,-10.6,0.6,0.3,284.0,71,5.8,Snow,8,2024
2024-02-26,UR,0.8,-8.3,0.1,13.4,295.0,0,33.0,Clear sky,9,2024
2024-02-27,UR,-2.4,-9.9,1.8,3.4,298.0,71,5.6,Snow,9,2024
2024-02-28,UR,-2.8,-11.4,2.4,7.5,306.0,71,12.9,Snow,9,2024
2024-02-29,UR,-5.5,-11.0,1.7,7.0,313.0,71,1.0,Snow,9,2024
2024-03-01,UR,7.8,1.5,2.1,0.0,311.0,61,3.1,Rain,9,2024
2024-03-02,UR,8.4,-2.8,4.2,0.0,309.0,61,9.5,Rain,9,2024
2024-03-03,UR,3.2,-5.3,1.0,0.0,307.0,61,0.5,Rain,9,2024
2024-03-04,UR,1.3,-9.0,3.7,0.0,305.0,61,6.2,Rain,10,2024
2024-03-05,UR,6.7,-0.6,0.8,0.0,303.0,0,16.1,Clear sky,10,2024
2024-03-06,UR,7.5,1.8,2.3,0.0,301.0,61,6.5,Rain,10,2024
2024-03-07,UR,8.7,-1.1,1.5,0.0,299.0,61,9.7,Rain,10,2024
2024-03-08,UR,3.5,-4.2,1.4,0.0,297.0,61,6.8,Rain,10,2024
2024-03-09,UR,7.0,-1.2,1.2,0.0,295.0,61,16.4,Rain,10,2024
2024-03-10,UR,8.9,0.0,1.8,0.0,293.0,61,22.6,Rain,10,2024
2024-03-11,UR,7.0,0.5,5.1,0.0,291.0,61,1.9,Rain,11,2024
2024-03-12,UR,8.6,0.1,1.1,0.0,289.0,61,16.0,Rain,11,2024
2024-03-13,UR,6.7,-3.2,2.9,0.0,287.0,61,9.1,Rain,11,2024
2024-03-14,UR,8.6,-0.0,1.2,0.0,285.0,61,20.6,Rain,11,2024
2024-03-15,UR,9.4,0.3,1.4,0.0,283.0,61,1.2,Rain,11,2024
2024-03-16,UR,3.3,-4.5,2.5,0.0,281.0,61,1.0,Rain,11,2024
2024-03-17,UR,6.4,-2.4,4.9,0.0,279.0,61,8.0,Rain,11,2024
2024-03-18,UR,1.2,-4.7,5.9,0.0,277.0,61,14.9,Rain,12,2024
2024-03-19,UR,7.0,-1.2,5.4,0.0,275.0,61,24.9,Rain,12,2024
2024-03-20,UR,8.0,-1.1,0.6,0.0,273.0,0,9.8,Clear sky,12,2024
2024-03-21,UR,2.8,-3.0,0.8,0.0,271.0,0,5.4,Clear sky,12,2024
2024-03-22,UR,7.2,1.4,0.5,0.0,269.0,0,9.8,Clear sky,12,2024
2024-03-23,UR,8.3,0.1,4.5,0.0,267.0,61,19.4,Rain,12,2024
2024-03-24,UR,7.1,-2.8,3.8,0.0,265.0,61,15.3,Rain,12,2024
2024-03-25,UR,5.8,-1.6,0.5,0.0,263.0,0,14.5,Clear sky,13,2024
2024-03-26,UR,3.3,-6.7,1.7,0.0,261.0,61,8.6,Rain,13,2024
2024-03-27,UR,-0.4,-10.3,6.5,0.0,261.0,71,4.3,Snow,13,2024
2024-03-28,UR,2.3,-5.3,2.0,0.0,259.0,61,1.5,Rain,13,2024
2024-03-29,UR,3.1,-3.0,1.8,0.0,257.0,61,1.1,Rain,13,2024
2024-03-30,UR,5.5,-3.0,5.6,0.0,255.0,61,15.2,Rain,13,2024
2024-03-31,UR,3.2,-4.2,5.1,0.0,253.0,61,1.7,Rain,13,2024
2024-04-01,UR,16.2,7.8,0.6,0.0,251.0,0,3.7,Clear sky,14,2024
2024-04-02,UR,9.6,1.5,2.9,0.0,249.0,61,2.5,Rain,14,2024
2024-04-03,UR,14.1,9.7,1.9,0.0,247.0,61,12.2,Rain,14,2024
2024-04-04,UR,11.9,2.0,1.0,0.0,245.0,61,2.1,Rain,14,2024
2024-04-05,UR,13.3,2.4,5.2,0.0,243.0,61,26.7,Rain,14,2024
2024-04-06,UR,10.4,2.5,5.5,0.0,241.0,61,7.3,Rain,14,2024
2024-04-07,UR,8.8,0.7,0.3,0.0,239.0,0,4.9,Clear sky,14,2024
2024-04-08,UR,14.3,5.7,6.3,0.0,237.0,61,3.4,Rain,15,2024
2024-04-09,UR,13.0,4.2,1.0,0.0,235.0,61,1.5,Rain,15,2024
2024-04-10,UR,14.0,3.4,1.1,0.0,233.0,61,26.6,Rain,15,2024
2024-04-11,UR,19.2,10.5,2.0,0.0,231.0,61,44.9,Rain,15,2024
2024-04-12,UR,10.0,2.2,2.9,0.0,229.0,61,2.4,Rain,15,2024
2024-04-13,UR,18.3,10.6,0.3,0.0,227.0,0,18.1,Clear sky,15,2024
2024-04-14,UR,11.4,3.1,2.2,0.0,225.0,61,6.5,Rain,15,2024
2024-04-15,UR,17.2,12.2,1.2,0.0,223.0,61,10.8,Rain,16,2024
2024-04-16,UR,10.7,1.6,2.2,0.0,221.0,61,6.9,Rain,16,2024
2024-04-17,UR,11.0,3.9,3.2,0.0,219.0,61,12.4,Rain,16,2024
2024-04-18,UR,15.5,7.8,1.5,0.0,217.0,61,6.4,Rain,16,2024
2024-04-19,UR,12.8,5.6,1.8,0.0,215.0,61,12.6,Rain,16,2024
2024-04-20,UR,10.3,3.8,2.0,0.0,213.0,61,1.8,Rain,16,2024
2024-04-21,UR,11.5,5.6,3.9,0.0,211.0,61,9.7,Rain,16,2024
2024-04-22,UR,15.3,8.8,0.2,0.0,209.0,0,12.5,Clear sky,17,2024
2024-04-23,UR,10.7,2.1,0.4,0.0,207.0,0,0.1,Clear sky,17,2024
2024-04-24,UR,7.9,-2.5,1.5,0.0,205.0,61,6.4,Rain,17,2024
2024-04-25,UR,13.0,2.7,0.2,0.0,203.0,0,11.8,Clear sky,17,2024
2024-04-26,UR,11.5,2.4,4.1,0.0,201.0,61,4.7,Rain,17,2024
2024-04-27,UR,14.0,9.8,1.3,0.0,199.0,61,27.6,Rain,17,2024
2024-04-28,UR,17.9,10.7,0.6,0.0,197.0,0,3.8,Clear sky,17,2024
2024-04-29,UR,15.9,11.9,0.6,0.0,195.0,0,10.8,Clear sky,18,2024
2024-04-30,UR,6.4,-1.9,0.3,0.0,193.0,0,11.0,Clear sky,18,2024
2024-05-01,UR,15.4,10.0,0.9,0.0,191.0,0,0.3,Clear sky,18,2024
2024-05-02,UR,17.7,8.8,1.5,0.0,189.0,61,43.3,Rain,18,2024
2024-05-03,UR,17.4,12.9,0.1,0.0,187.0,0,0.9,Clear sky,18,2024
2024-05-04,UR,20.0,14.1,0.8,0.0,185.0,0,10.8,Clear sky,18,2024
2024-05-05,UR,16.6,11.8,0.2,0.0,183.0,0,25.7,Clear sky,18,2024
2024-05-06,UR,18.7,11.4,2.0,0.0,181.0,61,10.5,Rain,19,2024
2024-05-07,UR,18.6,12.1,2.5,0.0,179.0,61,0.6,Rain,19,2024
2024-05-08,UR,21.0,10.0,1.0,0.0,177.0,61,22.4,Rain,19,2024
2024-05-09,UR,18.5,11.5,0.9,0.0,175.0,0,6.5,Clear sky,19,2024
2024-05-10,UR,19.3,11.5,0.5,0.0,173.0,0,11.6,Clear sky,19,2024
2024-05-11,UR,17.6,10.4,0.1,0.0,171.0,0,14.7,Clear sky,19,2024
2024-05-12,UR,21.9,12.2,1.6,0.0,169.0,61,10.5,Rain,19,2024
2024-05-13,UR,15.1,9.1,1.1,0.0,167.0,61,3.0,Rain,20,2024
2024-05-14,UR,20.3,8.9,1.6,0.0,165.0,61,12.1,Rain,20,2024
2024-05-15,UR,15.4,12.3,1.7,0.0,163.0,61,10.4,Rain,20,2024
2024-05-16,UR,15.8,7.9,2.1,0.0,161.0,61,6.9,Rain,20,2024
2024-05-17,UR,19.2,11.6,1.8,0.0,159.0,61,1.7,Rain,20,2024
2024-05-18,UR,17.7,11.2,3.3,0.0,157.0,61,0.0,Rain,20,2024
2024-05-19,UR,15.7,11.0,0.0,0.0,155.0,0,8.3,Clear sky,20,2024
2024-05-20,UR,19.2,11.5,2.6,0.0,153.0,61,7.9,Rain,21,2024
2024-05-21,UR,18.5,14.1,0.5,0.0,151.0,0,5.9,Clear sky,21,2024
2024-05-22,UR,22.8,16.7,3.6,0.0,149.0,61,14.6,Rain,21,2024
2024-05-23,UR,17.3,8.6,1.0,0.0,147.0,61,18.0,Rain,21,2024
2024-05-24,UR,20.4,14.3,2.0,0.0,145.0,61,1.0,Rain,21,2024
2024-05-25,UR,16.4,9.3,4.1,0.0,143.0,61,12.8,Rain,21,2024
2024-05-26,UR,14.5,6.5,1.5,0.0,141.0,61,7.0,Rain,21,2024
2024-05-27,UR,14.9,10.1,0.2,0.0,139.0,0,10.5,Clear sky,22,2024
2024-05-28,UR,17.1,6.8,4.7,0.0,137.0,61,5.1,Rain,22,2024
2024-05-29,UR,21.2,14.7,1.6,0.0,135.0,61,3.7,Rain,22,2024
2024-05-30,UR,21.1,13.5,0.8,0.0,133.0,0,6.3,Clear sky,22,2024
2024-05-31,UR,17.9,10.1,2.2,0.0,131.0,61,3.0,Rain,22,2024
2024-06-01,UR,17.4,10.5,0.2,0.0,129.0,0,0.6,Clear sky,22,2024
2024-06-02,UR,26.6,20.0,1.1,0.0,127.0,61,27.7,Rain,22,2024
2024-06-03,UR,21.4,14.7,3.4,0.0,125.0,61,3.4,Rain,23,2024
2024-06-04,UR,24.1,12.2,1.4,0.0,123.0,61,3.3,Rain,23,2024
2024-06-05,UR,20.5,13.6,2.8,0.0,121.0,61,0.3,Rain,23,2024
2024-06-06,UR,17.4,9.5,3.0,0.0,119.0,61,0.2,Rain,23,2024
2024-06-07,UR,19.9,13.4,0.0,0.0,117.0,0,13.0,Clear sky,23,2024
2024-06-08,UR,18.1,7.0,0.8,0.0,115.0,0,20.4,Clear sky,23,2024
2024-06-09,UR,25.6,18.7,1.3,0.0,113.0,61,18.0,Rain,23,2024
2024-06-10,UR,18.7,10.6,1.4,0.0,111.0,61,0.6,Rain,24,2024
2024-06-11,UR,23.4,16.7,4.6,0.0,109.0,61,4.7,Rain,24,2024
2024-06-12,UR,19.8,12.7,8.9,0.0,107.0,61,4.5,Rain,24,2024
2024-06-13,UR,24.3,14.4,2.5,0.0,105.0,61,4.8,Rain,24,2024
2024-06-14,UR,21.1,13.3,1.0,0.0,103.0,0,10.7,Clear sky,24,2024
2024-06-15,UR,20.0,14.5,2.0,0.0,101.0,61,36.0,Rain,24,2024
2024-06-16,UR,15.8,8.4,2.4,0.0,99.0,61,1.7,Rain,24,2024
2024-06-17,UR,24.7,16.2,0.1,0.0,97.0,0,9.8,Clear sky,25,2024
2024-06-18,UR,18.4,9.5,2.4,0.0,95.0,61,19.8,Rain,25,2024
2024-06-19,UR,21.1,15.2,1.6,0.0,93.0,61,15.9,Rain,25,2024
2024-06-20,UR,20.9,13.2,2.5,0.0,91.0,61,23.5,Rain,25,2024
2024-06-21,UR,22.9,19.2,6.3,0.0,89.0,61,17.9,Rain,25,2024
2024-06-22,UR,21.0,13.3,2.2,0.0,87.0,61,20.4,Rain,25,2024
2024-06-23,UR,16.9,9.8,0.1,0.0,85.0,0,4.4,Clear sky,25,2024
2024-06-24,UR,14.9,6.5,0.0,0.0,83.0,0,1.6,Clear sky,26,2024
2024-06-25,UR,20.1,17.2,1.1,0.0,81.0,61,16.8,Rain,26,2024
2024-06-26,UR,20.4,12.9,0.3,0.0,79.0,0,39.1,Clear sky,26,2024
2024-06-27,UR,19.1,9.9,1.1,0.0,77.0,61,7.8,Rain,26,2024
2024-06-28,UR,24.2,18.5,1.1,0.0,75.0,61,10.5,Rain,26,2024
2024-06-29,UR,25.6,19.9,1.9,0.0,73.0,61,8.5,Rain,26,2024
2024-06-30,UR,21.5,15.1,2.7,0.0,71.0,61,0.8,Rain,26,2024
2024-07-01,UR,18.6,7.2,2.6,0.0,69.0,61,3.9,Rain,27,2024
2024-07-02,UR,22.5,15.6,0.2,0.0,67.0,0,4.1,Clear sky,27,2024
2024-07-03,UR,13.0,3.2,0.7,0.0,65.0,0,22.8,Clear sky,27,2024
2024-07-04,UR,19.9,11.6,1.5,0.0,63.0,61,1.6,Rain,27,2024
2024-07-05,UR,10.6,6.5,1.0,0.0,61.0,0,0.7,Clear sky,27,2024
2024-07-06,UR,17.2,11.8,5.0,0.0,59.0,61,5.6,Rain,27,2024
2024-07-07,UR,21.9,13.9,2.2,0.0,57.0,61,9.4,Rain,27,2024
2024-07-08,UR,15.0,8.8,5.3,0.0,55.0,61,14.6,Rain,28,2024
2024-07-09,UR,18.2,11.6,1.5,0.0,53.0,61,11.0,Rain,28,2024
2024-07-10,UR,15.6,11.3,0.5,0.0,51.0,0,6.0,Clear sky,28,2024
2024-07-11,UR,15.8,5.6,1.7,0.0,49.0,61,1.0,Rain,28,2024
2024-07-12,UR,19.6,10.8,0.7,0.0,47.0,0,14.5,Clear sky,28,2024
2024-07-13,UR,18.8,9.1,2.8,0.0,45.0,61,3.0,Rain,28,2024
2024-07-14,UR,19.2,12.9,1.4,0.0,43.0,61,0.2,Rain,28,2024
2024-07-15,UR,17.9,13.8,2.4,0.0,41.0,61,7.8,Rain,29,2024
2024-07-16,UR,17.0,8.2,0.2,0.0,39.0,0,2.9,Clear sky,29,2024
2024-07-17,UR,18.2,9.0,2.5,0.0,37.0,61,12.5,Rain,29,2024
2024-07-18,UR,13.3,7.6,1.1,0.0,35.0,61,13.4,Rain,29,2024
2024-07-19,UR,17.1,6.7,11.7,0.0,33.0,61,8.0,Rain,29,2024
2024-07-20,UR,18.3,12.4,2.2,0.0,31.0,61,16.1,Rain,29,2024
2024-07-21,UR,13.9,8.4,7.0,0.0,29.0,61,1.6,Rain,29,2024
2024-07-22,UR,20.1,13.6,0.3,0.0,27.0,0,9.8,Clear sky,30,2024
2024-07-23,UR,16.4,8.1,2.9,0.0,25.0,61,22.1,Rain,30,2024
2024-07-24,UR,15.3,6.0,3.4,0.0,23.0,61,7.7,Rain,30,2024
2024-07-25,UR,15.1,7.6,4.5,0.0,21.0,61,13.1,Rain,30,2024
2024-07-26,UR,17.8,8.2,0.6,0.0,19.0,0,5.6,Clear sky,30,2024
2024-07-27,UR,16.1,6.5,0.0,0.0,17.0,0,38.0,Clear sky,30,2024
2024-07-28,UR,19.8,13.6,0.5,0.0,15.0,0,5.7,Clear sky,30,2024
2024-07-29,UR,16.8,6.6,0.6,0.0,13.0,0,7.2,Clear sky,31,2024
2024-07-30,UR,22.6,15.2,4.6,0.0,11.0,61,44.0,Rain,31,2024
2024-07-31,UR,19.6,10.8,2.1,0.0,9.0,61,0.5,Rain,31,2024
2024-08-01,UR,16.3,9.3,0.4,0.0,7.0,0,36.5,Clear sky,31,2024
2024-08-02,UR,10.8,2.7,6.5,0.0,5.0,61,4.3,Rain,31,2024
2024-08-03,UR,7.9,-3.4,4.1,0.0,3.0,61,9.9,Rain,31,2024
2024-08-04,UR,12.3,5.7,5.4,0.0,1.0,61,3.8,Rain,31,2024
2024-08-05,UR,7.4,-0.7,0.3,0.0,0.0,0,17.3,Clear sky,32,2024
2024-08-06,UR,9.9,-0.0,0.4,0.0,0.0,0,11.1,Clear sky,32,2024
2024-08-07,UR,8.4,3.5,2.2,0.0,0.0,61,14.3,Rain,32,2024
2024-08-08,UR,14.6,4.3,0.9,0.0,0.0,0,8.2,Clear sky,32,2024
2024-08-09,UR,8.8,1.3,0.9,0.0,0.0,0,4.9,Clear sky,32,2024
2024-08-10,UR,12.8,7.4,2.0,0.0,0.0,61,5.9,Rain,32,2024
2024-08-11,UR,11.1,1.6,2.6,0.0,0.0,61,0.6,Rain,32,2024
2024-08-12,UR,7.4,0.7,6.8,0.0,0.0,61,26.5,Rain,33,2024
2024-08-13,UR,9.3,4.2,5.8,0.0,0.0,61,3.6,Rain,33,2024
2024-08-14,UR,11.1,3.9,0.8,0.0,0.0,0,10.4,Clear sky,33,2024
2024-08-15,UR,9.9,5.0,4.5,0.0,0.0,61,4.6,Rain,33,2024
2024-08-16,UR,6.7,-2.4,2.5,0.0,0.0,61,30.6,Rain,33,2024
2024-08-17,UR,16.4,8.7,0.7,0.0,0.0,0,6.5,Clear sky,33,2024
2024-08-18,UR,11.7,5.9,2.7,0.0,0.0,61,21.6,Rain,33,2024
2024-08-19,UR,16.6,8.0,4.7,0.0,0.0,61,24.8,Rain,34,2024
2024-08-20,UR,17.2,11.3,0.9,0.0,0.0,0,1.4,Clear sky,34,2024
2024-08-21,UR,13.9,4.9,1.4,0.0,0.0,61,5.2,Rain,34,2024
2024-08-22,UR,6.0,-2.3,0.1,0.0,0.0,0,9.5,Clear sky,34,2024
2024-08-23,UR,11.2,8.2,7.2,0.0,0.0,61,25.5,Rain,34,2024
2024-08-24,UR,14.7,6.3,1.2,0.0,0.0,61,11.5,Rain,34,2024
2024-08-25,UR,17.9,11.1,2.5,0.0,0.0,61,21.8,Rain,34,2024
2024-08-26,UR,12.3,3.2,8.2,0.0,0.0,61,5.5,Rain,35,2024
2024-08-27,UR,12.7,4.1,2.6,0.0,0.0,61,6.4,Rain,35,2024
2024-08-28,UR,15.3,6.1,0.7,0.0,0.0,0,22.1,Clear sky,35,2024
2024-08-29,UR,13.9,6.6,11.7,0.0,0.0,61,1.3,Rain,35,2024
2024-08-30,UR,14.4,6.5,0.0,0.0,0.0,0,7.0,Clear sky,35,2024
2024-08-31,UR,21.7,13.9,3.8,0.0,0.0,61,3.6,Rain,35,2024
2024-09-01,UR,9.2,1.4,4.4,0.0,0.0,61,18.7,Rain,35,2024
2024-09-02,UR,2.8,-4.2,1.2,0.0,0.0,61,0.5,Rain,36,2024
2024-09-03,UR,3.9,-4.4,1.1,0.0,0.0,61,10.1,Rain,36,2024
2024-09-04,UR,3.1,-7.5,0.4,0.0,0.0,0,2.9,Clear sky,36,2024
2024-09-05,UR,8.4,2.8,1.4,0.0,0.0,61,7.6,Rain,36,2024
2024-09-06,UR,5.0,-2.1,1.1,0.0,0.0,61,5.6,Rain,36,2024
2024-09-07,UR,9.6,1.7,4.6,0.0,0.0,61,31.4,Rain,36,2024
2024-09-08,UR,3.3,-1.0,1.3,0.0,0.0,61,11.8,Rain,36,2024
2024-09-09,UR,5.0,-5.7,1.6,0.0,0.0,61,26.4,Rain,37,2024
2024-09-10,UR,6.6,-2.9,0.4,0.0,0.0,0,2.9,Clear sky,37,2024
2024-09-11,UR,7.3,2.9,0.7,0.0,0.0,0,1.0,Clear sky,37,2024
2024-09-12,UR,9.4,4.0,0.2,0.0,0.0,0,1.0,Clear sky,37,2024
2024-09-13,UR,3.6,-5.7,3.0,0.0,0.0,61,2.6,Rain,37,2024
2024-09-14,UR,8.5,2.9,2.6,0.0,0.0,61,12.7,Rain,37,2024
2024-09-15,UR,1.3,-4.8,2.7,0.0,0.0,61,18.2,Rain,37,2024
2024-09-16,UR,7.8,1.0,2.4,0.0,0.0,61,6.5,Rain,38,2024
2024-09-17,UR,3.9,-3.7,0.8,0.0,0.0,0,0.1,Clear sky,38,2024
2024-09-18,UR,5.0,-4.3,0.7,0.0,0.0,0,3.5,Clear sky,38,2024
2024-09-19,UR,4.7,-1.1,1.4,0.0,0.0,61,2.6,Rain,38,2024
2024-09-20,UR,6.6,-2.4,0.8,0.0,0.0,0,5.2,Clear sky,38,2024
2024-09-21,UR,5.9,-0.8,1.9,0.0,0.0,61,6.2,Rain,38,2024
2024-09-22,UR,0.3,-5.1,4.4,0.0,0.0,61,1.0,Rain,38,2024
2024-09-23,UR,6.7,-2.1,4.7,0.0,0.0,61,5.9,Rain,39,2024
2024-09-24,UR,5.0,-5.6,0.3,0.0,0.0,0,3.7,Clear sky,39,2024
2024-09-25,UR,4.4,-5.6,4.7,0.0,0.0,61,1.5,Rain,39,2024
2024-09-26,UR,2.5,-5.1,1.3,0.0,0.0,61,0.5,Rain,39,2024
2024-09-27,UR,9.4,5.8,5.2,0.0,0.0,61,2.0,Rain,39,2024
2024-09-28,UR,5.1,-2.5,0.6,0.0,0.0,0,2.8,Clear sky,39,2024
2024-09-29,UR,3.1,-7.7,0.5,0.0,0.0,0,2.0,Clear sky,39,2024
2024-09-30,UR,-0.4,-7.3,0.4,0.0,0.0,0,3.0,Clear sky,40,2024
2024-10-01,UR,-1.2,-10.3,3.3,0.0,0.0,71,3.6,Snow,40,2024
2024-10-02,UR,-1.3,-9.8,1.3,0.0,0.0,71,8.7,Snow,40,2024
2024-10-03,UR,-6.3,-13.8,4.1,0.0,0.0,71,7.6,Snow,40,2024
2024-10-04,UR,-2.9,-9.4,2.7,0.0,0.0,71,6.3,Snow,40,2024
2024-10-05,UR,0.4,-10.6,1.1,0.0,0.0,61,14.1,Rain,40,2024
2024-10-06,UR,0.9,-5.8,8.6,0.0,0.0,61,0.5,Rain,40,2024
2024-10-07,UR,-5.1,-7.4,0.9,0.0,0.0,71,23.8,Snow,41,2024
2024-10-08,UR,2.5,-6.7,0.8,0.0,0.0,0,5.8,Clear sky,41,2024
2024-10-09,UR,-2.9,-12.7,0.0,0.0,0.0,0,17.3,Clear sky,41,2024
2024-10-10,UR,-3.4,-12.2,3.9,0.0,0.0,71,7.2,Snow,41,2024
2024-10-11,UR,-7.8,-18.1,0.1,0.0,0.0,0,9.0,Clear sky,41,2024
2024-10-12,UR,-1.4,-10.1,6.9,0.0,0.0,71,4.5,Snow,41,2024
2024-10-13,UR,1.6,-7.2,1.4,0.0,0.0,61,5.3,Rain,41,2024
2024-10-14,UR,-6.1,-12.3,1.1,0.0,0.0,71,9.2,Snow,42,2024
2024-10-15,UR,-6.9,-15.4,0.4,0.0,0.0,0,3.8,Clear sky,42,2024
2024-10-16,UR,-2.1,-9.9,3.3,0.0,0.0,71,51.2,Snow,42,2024
2024-10-17,UR,-0.8,-9.0,5.8,0.0,0.0,71,6.6,Snow,42,2024
2024-10-18,UR,-3.0,-9.9,0.6,0.0,0.0,71,12.7,Snow,42,2024
2024-10-19,UR,-1.3,-12.1,6.2,0.0,0.0,71,0.5,Snow,42,2024
2024-10-20,UR,-5.5,-14.9,0.0,0.0,0.0,0,2.7,Clear sky,42,2024
2024-10-21,UR,1.5,-6.5,6.4,0.0,0.0,61,13.2,Rain,43,2024
2024-10-22,UR,-2.6,-9.3,10.4,0.0,0.0,71,17.5,Snow,43,2024
2024-10-23,UR,-1.1,-10.4,4.3,0.0,0.0,71,17.3,Snow,43,2024
2024-10-24,UR,-5.7,-11.1,1.8,0.0,0.0,71,11.0,Snow,43,2024
2024-10-25,UR,-4.7,-12.8,1.3,0.0,0.0,71,5.0,Snow,43,2024
2024-10-26,UR,-0.7,-10.2,4.1,0.0,0.0,71,7.2,Snow,43,2024
2024-10-27,UR,1.6,-4.5,0.2,0.0,0.0,0,2.3,Clear sky,43,2024
2024-10-28,UR,-2.0,-9.9,2.6,0.0,0.0,71,12.6,Snow,44,2024
2024-10-29,UR,-2.2,-12.0,0.9,0.0,0.0,71,5.7,Snow,44,2024
2024-10-30,UR,-1.3,-7.7,1.1,0.0,0.0,71,10.6,Snow,44,2024
2024-10-31,UR,-0.8,-8.6,1.5,0.0,0.0,71,5.7,Snow,44,2024
2024-11-01,UR,-9.6,-16.8,1.0,0.0,0.0,71,1.2,Snow,44,2024
2024-11-02,UR,-9.7,-19.7,1.3,0.0,0.0,71,2.0,Snow,44,2024
2024-11-03,UR,-4.7,-11.2,0.7,0.0,0.0,71,30.7,Snow,44,2024
2024-11-04,UR,-8.7,-16.8,0.6,0.0,0.0,71,4.2,Snow,45,2024
2024-11-05,UR,-6.2,-15.1,0.6,0.0,0.0,71,10.6,Snow,45,2024
2024-11-06,UR,-9.2,-17.6,1.6,0.0,0.0,71,9.5,Snow,45,2024
2024-11-07,UR,-6.1,-12.0,1.4,0.0,0.0,71,1.0,Snow,45,2024
2024-11-08,UR,-10.0,-18.2,0.0,0.0,0.0,0,39.3,Clear sky,45,2024
2024-11-09,UR,-10.1,-17.4,2.3,0.0,0.0,71,6.1,Snow,45,2024
